gene_symbol,statistic,dm,p.value,mean_pnet,mean_norm,pval_log
ZC3H18,-1.0338840578970399,-0.028938334942261168,0.3200412803478204,0.14456933989786258,0.17350767484012375,0.4947940008331744
ZC3H3,-1.3366077111752945,-0.021024637069768586,0.20427347151937075,0.045030821123320235,0.06605545819308882,0.6897880304347624
ZC3H4,0.7393762890201495,0.02909635487594385,0.47281902997604497,0.10848176696986356,0.07938541209391972,0.3253050523313946
ZC3H6,-0.9123126264337941,-0.018227141927273087,0.3782122345109109,0.04481579586291663,0.06304293779018973,0.42226442658924157
ZC3HAV1L,0.13338070712097524,0.0050229518074003665,0.8959349233925312,0.13640221534295197,0.1313792635355516,0.04772353435341705
ZC3HC1,-0.16406165119057586,-0.006695290189026051,0.8722059247420709,0.08439702959136632,0.09109231978039237,0.05938096756622818
ZCCHC12,1.2703811734837638,0.044949922281169785,0.22621472220824326,0.172324214773527,0.1273742924923572,0.6454791343100269
ZCCHC13,0.13914724956792343,0.009127490603191846,0.8914663152832096,0.7761667136285672,0.7670392230253753,0.04989506231813697
ZCCHC2,-0.506866063663617,-0.013154614898140495,0.6207366645848957,0.05363070710645662,0.06678532200459711,0.20709260171202587
ZCCHC24,-0.7725834906903227,-0.025865460272551224,0.4535868177137894,0.11367882367054459,0.13954428394309581,0.3433395755378794
ZCCHC3,-0.23481232102123473,-0.0030817126749562163,0.8180124196189115,0.04878996156366061,0.051871674238616834,0.08724010252548087
ZDBF2,-0.5971617973487744,-0.01369315588615326,0.5606568294105669,0.056634515422019985,0.07032767130817325,0.2513028832997217
ZDHHC12,-0.21065233834859043,-0.006694599515102415,0.8364245147422049,0.10812000204718815,0.11481460156229055,0.07757324694326741
ZDHHC17,-0.3490063416886908,-0.013559319640090745,0.7326725402889109,0.08028428309771433,0.09384360273780508,0.13509008500593325
ZDHHC20,1.1751832274369376,0.0355131264356047,0.2609972932953708,0.25001262132731666,0.2144994948917119,0.5833639965428683
ZDHHC22,0.20589453470579352,0.008256531343693196,0.8400626217261162,0.13351591254006506,0.12525938119637184,0.07568833863286431
ZDHHC23,-0.10266888066848276,-0.004106213663322367,0.9197926060771224,0.08905057461491624,0.0931567882782386,0.03631008590441649
ZDHHC5,-0.25952775134514755,-0.00703003565044015,0.7992926523229849,0.074514843131677,0.08154487878211714,0.09729417936122475
ZER1,0.07997661809427638,0.00213777315962628,0.9374739244266302,0.0807422189453713,0.07860444578574502,0.02804080321103721
ZFAND3,-0.5302156452691579,-0.007122088199685815,0.6049011917690492,0.051176872615264754,0.05829896081495056,0.218315559850044
ZFP2,-1.0067457774934836,-0.03738134823401282,0.3324289383290342,0.09822313199714891,0.1356044802311617,0.4783011773982148
ZFP3,-0.386318856575505,-0.011253887043150348,0.705509351221308,0.08685861207482262,0.09811249911797296,0.1514972254859645
ZFP30,-1.381285974881316,-0.03717785821983553,0.19047239739086094,0.06707925238732401,0.10425711060715954,0.720167951901216
ZFP36,0.6175929763871371,0.031304979182855935,0.5475101061718888,0.1250436837114881,0.09373870452863214,0.2616078600235944
ZFP36L1,0.5984986861542742,0.022509383712265185,0.5597913805524939,0.15058510402774533,0.12807572031548015,0.25197379291399424
ZFP41,0.8479514973389243,0.05481021075232939,0.41180577405180807,0.19242896012046978,0.13761874936814042,0.38530756830259594
ZFP42,-1.5487901764509617,-0.05860720589690584,0.14542540236618365,0.1113244448606567,0.16993165075756253,0.8373597259124619
ZFP62,0.0621312090924276,0.0010756607629121007,0.9514034511412759,0.07583836466312177,0.07476270390020967,0.021635277544145282
ZFP69,-0.33260577634368904,-0.00919659702222786,0.7447342788633521,0.0811632631584372,0.09035986018066505,0.1279986558537168
ZFP90,0.30752441674717207,0.014400396961803036,0.7633155182747369,0.14548934624842152,0.1310889492866185,0.1172959082818654
ZFPM1,0.947987374710315,0.026979370370244338,0.36042606616684014,0.1924731139071103,0.16549374353686597,0.443183808195013
ZFPM2,-0.5964799211977245,-0.025103838314932944,0.5610985280855812,0.0868086251864239,0.11191246350135683,0.25096087056788186
ZFYVE1,-0.23689212672390178,-0.0067969471495714084,0.8164324868403097,0.07188191406837874,0.07867886121795013,0.08807972250720059
ZFYVE20,0.4259125856925488,0.013377081638148436,0.6771385041541687,0.08909091222091198,0.07571383058276354,0.1693224901957215
ZFYVE28,-0.18225450868954207,-0.006409917858736486,0.8581943322649123,0.13145122455281683,0.1378611424115533,0.0664143579858237
ZGLP1,-0.7300230880060862,-0.035797687652657895,0.47832555344840977,0.7774366795400519,0.8132343671927098,0.32027641731913453
ZHX2,-0.20265065181241376,-0.006477415510589085,0.8425452920919213,0.08885095750878555,0.09532837301937463,0.07440674377782251
ZIC1,-0.457083133712885,-0.021526333781392293,0.6551557213410067,0.15943430345212511,0.18096063723351738,0.18365546202157051
ZIC2,0.14854599449216796,0.005260996627010045,0.884191371338995,0.12673683057025542,0.12147583394324539,0.05345372760945451
ZIC3,1.6596129893604208,0.1195336177184192,0.12090876470498421,0.47760835625596637,0.35807473853754707,0.9175422158882677
ZIC5,-1.0568128314578937,-0.08544279826467494,0.3098410018964973,0.1353072043072217,0.22075000257189664,0.5088611116925884
ZIK1,-1.6717375487309225,-0.11967266000605063,0.11845865285213714,0.10500644033845191,0.22467910034450256,0.9264332105960534
ZKSCAN1,-1.6329124304324674,-0.019671082315689897,0.1264610551175579,0.03289511416256016,0.05256619647825007,0.898043199006894
ZKSCAN2,-0.8878232673134285,-0.02844992871996349,0.3907665766267022,0.08490533272289556,0.11335526144285907,0.4080825898031923
ZMAT1,1.0844667333869178,0.035116913232992875,0.29786072473133174,0.2226895198920777,0.18757260665908482,0.5259867581376254
ZMPSTE24,-0.419732997287084,-0.01221040996414191,0.6815342503829556,0.06991122205856962,0.08212163202271153,0.16651231388866145
ZMYM4,-0.19469413109682573,-0.00470522449588795,0.848642095242358,0.08287132075678005,0.087576545252668,0.07127542970109269
ZNF10,-0.12353922025873638,-0.0062698409448826015,0.9035697423408026,0.09500624579463636,0.10127608673951896,0.04403832064061093
ZNF101,-0.7329016882748359,-0.026206496332670137,0.4766266644166002,0.07965937202338379,0.10586586835605395,0.32182166512622906
ZNF121,-0.004058023909647837,-1.5582003416636514e-4,0.9968237861040418,0.08836402099895849,0.08851984103312485,0.0013816074721431874
ZNF131,-0.37036827001842115,-0.013090221427520268,0.7170725414247905,0.07022982546919147,0.08332004689671174,0.14443690744670387
ZNF132,-0.6376949357751324,-0.030724666371812176,0.5347434698714573,0.13272652990352116,0.1634511962753334,0.27185451019936724
ZNF134,0.5188673491820712,0.02312130562649975,0.6125722321740701,0.13992027219460187,0.11679896656810212,0.21284269360012448
ZNF136,-0.7218201805648611,-0.03197878935477984,0.48318699744253524,0.05781337103211377,0.08979216038689361,0.3158847610900215
ZNF140,-0.26297256832008653,-0.010753120026786855,0.7966934301093225,0.1317587691177067,0.14251188914449356,0.0987087642063828
ZNF141,-0.9219707721186053,-0.020345846609449547,0.37333819988318173,0.06959492483949885,0.08994077144894838,0.42789757088348995
ZNF143,-0.25262056421359363,-0.007845433235352209,0.8045118147036772,0.08173509084799964,0.08958052408335185,0.09446757366198597
ZNF17,-0.35583443776587637,-0.017310401487218893,0.7276723234408722,0.10152249705330832,0.1188328985405272,0.13806414288188307
ZNF175,-1.196836934435422,-0.01446284367500339,0.2527406771953445,0.0887455881292209,0.10320843180422429,0.59732485519212
ZNF180,-0.8549886721029776,-0.027457544581359628,0.40803863783849503,0.07986696121421752,0.10732450579557713,0.3892987109161155
ZNF184,-0.964952821319551,-0.01705360836129141,0.3521767296231302,0.05929831731197362,0.07635192567326503,0.4532393437978923
ZNF192,-0.0843940771165315,-0.002561432673528763,0.9340289225985612,0.106914778848626,0.10947621152215477,0.029639675450336776
ZNF20,0.1897156844645883,0.007172743366805123,0.8524620918976225,0.13301276366379922,0.12584002029699412,0.06932492452986821
ZNF202,0.4754719587756444,0.02930701015692888,0.6423405779569697,0.17587855635232427,0.1465715461953954,0.1922346418561255
ZNF212,-0.3655767073254439,-0.017726817358813457,0.7205605111678985,0.18854502436754816,0.20627184172636162,0.142329542174315
ZNF215,0.3302604358070849,0.013561767343288705,0.7464649802249754,0.11995633035910355,0.10639456301581485,0.12699056202040432
ZNF224,0.08982965464373274,0.0035509633604179497,0.9297918345040301,0.11045795599966857,0.10690699263925062,0.03161427214025512
ZNF227,0.6624833265269089,0.01721182726083778,0.5192345220604979,0.1758899704198429,0.15867814315900508,0.28463644054905834
ZNF229,-2.102102212711979,-0.09050996847738678,0.05560002819626209,0.05275825260427568,0.14326822108166248,1.2549249881755338
ZNF232,-1.1412040408980746,-0.033700102784704145,0.2743718532458593,0.15103021763598076,0.18473032042068493,0.5616604432823082
ZNF24,-0.2808372710859636,-0.010506710855106322,0.7832550648569876,0.14465625017776193,0.15516296103286825,0.10609678810622605
ZNF248,-0.8094479393782823,-0.016233394989281433,0.43282392485526555,0.08029133846165278,0.0965247334509342,0.3636887410959298
ZNF25,0.13879180369531538,0.00502167757326083,0.8917416474776734,0.1323015137511993,0.12727983617793848,0.049760949801601305
ZNF251,0.6821074500761716,0.028867472839438024,0.5071429416398978,0.17086620726913546,0.14199873442969743,0.29486961459967875
ZNF256,-1.0099080940048635,-0.039123225981246755,0.33096783889338555,0.0413520032776385,0.08047522925888526,0.4802142058307422
ZNF259,-0.23689395113277453,-0.010804966091318133,0.8164311012860846,0.11092733169837131,0.12173229778968946,0.08808045954189066
ZNF26,-0.5859751762621618,-0.020059645038797383,0.5679269099033826,0.08901517423679547,0.10907481927559287,0.24570755278921788
ZNF263,-0.5505614754175995,-0.018037611242274654,0.5912700155561519,0.07553960830514567,0.0935772195474203,0.22821414435399423
ZNF264,0.12276388526622789,0.006804721666069741,0.9041716657181418,0.13598133905567208,0.12917661738960234,0.04374910669684393
ZNF275,1.4359960269563283,0.0685696307339067,0.17462804114314615,0.23683413527359767,0.16826450453969097,0.7578860175839232
ZNF280C,2.0385207841215394,0.10230159421978191,0.062373495034660546,0.6463402480495465,0.5440386538297646,1.2049999200222998
ZNF282,0.07828750882565784,0.0019483872967760302,0.9387915442469104,0.11111881757480759,0.10917043027803155,0.02743083077289686
ZNF284,0.3867612069048105,0.018471154125608513,0.7051897402830196,0.15621640556208538,0.13774525143647684,0.1516940148226352
ZNF286B,-0.6853283085560242,-0.025936868101529384,0.5051742880773453,0.10664939968039942,0.1325862677819288,0.2965587618979733
ZNF287,-0.5902163770354778,-0.018016579333528043,0.5651646576694478,0.08634121246458562,0.10435779179811364,0.2478250043943342
ZNF292,0.5368891512459871,0.021997015768479428,0.6004127445492341,0.0950341884893775,0.07303717272089807,0.22155009786004026
ZNF296,0.34195592823291304,0.009446931330345118,0.7378489155740802,0.12804079815229957,0.11859386682195446,0.13203255667263275
ZNF300,-1.2925336388201112,-0.0749870671446686,0.21867425508008348,0.11987257152493695,0.19485963866960557,0.66020234423627
ZNF304,-0.7103712373375958,-0.03833031382012199,0.4900221536490552,0.0792005206304464,0.11753083445056839,0.30978428529791385
ZNF318,0.4839912276840326,0.012535730063336803,0.6364433273648527,0.279244225581132,0.2667084955177952,0.19624026240861703
ZNF322A,-0.16062333995201386,-0.0037265455101017364,0.8748592131945043,0.13770997029042764,0.1414365158005294,0.05806183023734839
ZNF324,-1.255038758250901,-0.027179765230156874,0.23155772459617746,0.04807897955773172,0.07525874478788862,0.6353407266824472
ZNF324B,-1.0162894085254845,-0.032358072271500116,0.3280336144618463,0.04088699513346883,0.07324506740496894,0.48408165071731674
ZNF330,-0.024430493573523566,-6.899152075336007e-4,0.9808802529291301,0.07345648012888016,0.07414639533641375,0.00838400858989963
ZNF331,-1.6115911644871659,-0.04290714573977941,0.13105284175653378,0.07385389407843501,0.11676103981821442,0.8825535573514849
ZNF335,-0.7963233445226292,-0.01707695465148891,0.440144643331006,0.054227624474988426,0.07130457912647735,0.35640457924662533
ZNF337,-0.19602320368622841,-0.006532245437049347,0.8476229566524307,0.07122554631572627,0.0777577917527756,0.07179728955862205
ZNF34,-0.45510330089297013,-0.014310769099924375,0.6565423625166644,0.04938006306415871,0.06369083216408307,0.18273724640059905
ZNF341,-0.34382480565975126,-0.014737200103505849,0.7364754871352002,0.09837910735712252,0.11311630746062835,0.1328417036469902
ZNF343,-0.04595933248443402,-0.001643268548471008,0.9640411728947023,0.0872050095792913,0.08884827812776232,0.01590441757110321
ZNF345,-0.7732795070432715,-0.027555705861393998,0.4531890559335964,0.08617347692040134,0.11372918278179533,0.34372058646318077
ZNF346,-0.796993591771761,-0.026374723369826103,0.43976887196115977,0.0628871539342991,0.08926187730412519,0.35677551443392774
ZNF347,-0.44897383336795305,-0.015315583703591054,0.6608437192999629,0.090173315381769,0.10548889908536005,0.17990123320787468
ZNF354A,0.12543442140619823,0.007793529108456182,0.9020986841777694,0.24355521140940634,0.23576168230095015,0.044745950651442566
ZNF354B,0.4431253299320819,0.021003532506594036,0.6649596314733952,0.12392385100901801,0.10292031850242397,0.17720471914877428
ZNF354C,-0.9060070789765946,-0.04520976394857487,0.38141792139056196,0.08390633382764343,0.1291160977762183,0.4185989049497522
ZNF358,0.12803721018368697,0.0034386049124788265,0.9000790094402349,0.07602191555284855,0.0725833106403697,0.045719366274180634
ZNF367,-0.6964412215774081,-0.01529209638089623,0.49841654586240525,0.04809612865414444,0.06338822503504067,0.3024075488981103
ZNF37B,0.6154814274049243,0.0373523732433943,0.5488608760637721,0.2173607498202988,0.1800083765769045,0.2605377255222428
ZNF394,0.3157301257404508,0.008925785439664824,0.7572189398318498,0.12223138533358019,0.11330559989391535,0.12077853184296013
ZNF395,-0.5431631134862224,-0.01916663798385737,0.5962084415588416,0.1173621023216162,0.13652874030547357,0.22460187919827299
ZNF410,-0.42250411390824844,-0.019416096473717295,0.6795615545736693,0.08735931824505158,0.10677541471876886,0.16777119882712033
ZNF416,-1.364555005182372,-0.033257754650941176,0.19554817122038287,0.050718719793738085,0.08397647444467926,0.7087462412439914
ZNF418,-1.04997709845661,-0.07183604158715592,0.3128565999944123,0.17519058086692738,0.2470266224540833,0.5046546787528828
ZNF420,-1.2473681095715967,-0.04551844116111825,0.23426637428784458,0.05979642834111326,0.10531486950223151,0.6302900439222515
ZNF423,-0.3330337912028373,-0.011393516874954573,0.7444185883203869,0.0843176090843504,0.09571112595930498,0.12818279096284363
ZNF428,-0.5609068530765432,-0.013471453410555681,0.584399909761268,0.07408441613564522,0.08755586954620088,0.2332898597982925
ZNF432,-0.7748599239064259,-0.019182711685934523,0.4522866922707903,0.04546919606340008,0.0646519077493346,0.3445861904066061
ZNF433,-0.5732366713106383,-0.025121619216547694,0.5762666091616123,0.08604646838109704,0.11116808759764477,0.23937654418227663
ZNF441,-1.0376171114263484,-0.0279624448992931,0.3183640024255407,0.05376145219859049,0.0817238970978836,0.4970760440492013
ZNF444,-0.11605195891609016,-0.003665717530234522,0.909384936304126,0.09295849219390678,0.09662420972414133,0.041252244032580584
